Helpful,Product ID,Rated Reviews,Review Score,Review Length,Exclamation Points,Helpful Fraction
,B000KV61FC,2,2.0,844,,
,B000KV61FC,2,1.0,397,,
,B000KV61FC,2,1.0,117,,
,B000KV61FC,2,2.0,73,,
1,B000KV61FC,4,1.0,641,1.0,0.25
1,B000KV61FC,4,1.0,194,,0.25
2,B000KV61FC,2,5.0,145,,1.0
2,B000KV61FC,2,5.0,239,1.0,1.0
2,B000KV61FC,2,5.0,845,,1.0
2,B000KV61FC,2,4.0,298,,1.0
2,B000KV61FC,2,4.0,169,,1.0
2,B000KV61FC,2,4.0,1496,,1.0
2,B000KV61FC,2,4.0,379,,1.0
2,B000KV61FC,2,4.0,1002,,1.0
2,B000KV61FC,2,5.0,1075,,1.0
2,B000KV61FC,2,5.0,310,1.0,1.0
2,B000KV61FC,2,4.0,343,,1.0
2,B000KV61FC,2,5.0,314,1.0,1.0
2,B000KV61FC,2,5.0,2340,3.0,1.0
2,B000KV61FC,2,1.0,211,,1.0
2,B000KV61FC,2,1.0,904,5.0,1.0
2,B000KV61FC,2,5.0,525,,1.0
2,B000KV61FC,2,5.0,701,2.0,1.0
2,B000KV61FC,2,1.0,1521,,1.0
2,B000KV61FC,2,1.0,1170,,1.0
2,B000KV61FC,2,4.0,934,2.0,1.0
2,B000KV61FC,2,4.0,2018,8.0,1.0
2,B000KV61FC,2,5.0,312,,1.0
2,B000KV61FC,2,4.0,251,,1.0
2,B000KV61FC,2,5.0,493,,1.0
2,B000KV61FC,2,4.0,697,,1.0
2,B000KV61FC,2,5.0,1144,1.0,1.0
2,B000KV61FC,2,5.0,1414,1.0,1.0
2,B000KV61FC,2,4.0,946,1.0,1.0
2,B000KV61FC,2,4.0,480,,1.0
2,B000KV61FC,2,5.0,560,12.0,1.0
2,B000KV61FC,2,5.0,709,,1.0
2,B000KV61FC,2,5.0,683,,1.0
2,B000KV61FC,2,5.0,576,,1.0
2,B000KV61FC,2,3.0,330,,1.0
2,B000KV61FC,2,5.0,209,1.0,1.0
2,B000KV61FC,2,3.0,1601,1.0,1.0
2,B000KV61FC,2,4.0,445,,1.0
2,B000KV61FC,2,5.0,627,1.0,1.0
2,B000KV61FC,2,5.0,78,,1.0
2,B000KV61FC,2,5.0,489,1.0,1.0
2,B000KV61FC,2,3.0,714,,1.0
2,B000KV61FC,2,5.0,949,,1.0
2,B000KV61FC,2,3.0,709,2.0,1.0
2,B000KV61FC,2,5.0,576,,1.0
2,B000KV61FC,2,5.0,314,1.0,1.0
2,B000KV61FC,2,4.0,822,,1.0
2,B000KV61FC,2,5.0,315,,1.0
2,B000KV61FC,2,4.0,147,1.0,1.0
2,B000KV61FC,2,5.0,1506,,1.0
2,B000KV61FC,2,3.0,480,,1.0
,B000MOQHCO,,3.0,670,,
,B006VD0T60,,4.0,380,,
,B0038AZ37Y,,5.0,181,1.0,
4,B001E5DRP0,5,2.0,231,,0.8
,B001E5DRP0,,5.0,130,,
,B000KOWQ8A,,5.0,4142,26.0,
,B000KOWQ8A,,5.0,119,1.0,
,B00433YS80,,4.0,408,1.0,
,B00433YS80,,2.0,291,,
,B001FKCNJ0,,1.0,474,,
,B001FKCNJ0,,3.0,256,,
,B002CTMHXA,,5.0,248,,
4,B0041GHV8I,4,5.0,745,2.0,1.0
,B0041GHV8I,,5.0,144,1.0,
,B0041GHV8I,,5.0,435,,
,B0041GHV8I,,5.0,462,1.0,
,B0041GHV8I,,5.0,1630,2.0,
1,B0041GHV8I,6,1.0,277,,0.16666666666666666
,B0052OMS2W,,4.0,139,1.0,
2,B003BGK6Q8,2,5.0,212,,1.0
2,B003BGK6Q8,2,5.0,169,,1.0
1,B003BGK6Q8,1,5.0,172,,1.0
1,B003BGK6Q8,1,5.0,119,1.0,1.0
,B003BGK6Q8,,3.0,385,,
,B003BGK6Q8,2,1.0,188,,
,B003BGK6Q8,4,1.0,146,,
2,B000FJXOSG,3,4.0,516,,0.6666666666666666
4,B002FTLXYG,4,5.0,360,,1.0
1,B002FTLXYG,1,5.0,768,1.0,1.0
4,B0029JG4DM,4,3.0,1408,,1.0
1,B0029JG4DM,1,5.0,255,1.0,1.0
,B0029JG4DM,,5.0,156,,
,B000LKWUAM,,4.0,553,,
4,B0064YKG2I,4,5.0,493,,1.0
1,B0064YKG2I,1,5.0,188,1.0,1.0
4,B0035MV1VC,5,5.0,300,2.0,0.8
1,B0035MV1VC,1,5.0,812,11.0,1.0
1,B0035MV1VC,1,5.0,124,,1.0
,B0035MV1VC,,2.0,412,,
,B0035MV1VC,,5.0,144,1.0,
,B0049D7JQW,,5.0,622,,
,B0049D7JQW,,5.0,158,,
,B000LRKNH2,,5.0,157,,
2,B000PDFRXC,3,4.0,830,1.0,0.6666666666666666
2,B000PDFRXC,3,4.0,569,,0.6666666666666666
1,B000PDFRXC,2,5.0,489,,0.5
3,B000PDFRXC,6,1.0,105,,0.5
1,B000PDFRXC,3,2.0,187,,0.3333333333333333
2,B002ZZEJP0,3,5.0,247,2.0,0.6666666666666666
,B0050TRHMK,,1.0,267,,
,B0050TRHMK,,5.0,366,2.0,
,B000KJ132U,,4.0,185,,
,B0045JE6FC,,5.0,667,,
2,B001SATX2M,2,5.0,378,2.0,1.0
2,B001SATX2M,2,5.0,454,1.0,1.0
,B001SATX2M,4,3.0,1088,1.0,
1,B0014EW464,1,5.0,103,,1.0
,B0014EW464,,1.0,153,,
,B0014EW464,,5.0,413,1.0,
,B0014EW464,,5.0,505,1.0,
,B0056GL66U,,5.0,285,,
,B0056GL66U,,4.0,100,,
,B0056GL66U,,4.0,381,,
,B0056GL66U,,5.0,111,,
,B002ANCHBU,,4.0,175,1.0,
1,B0039CDZJO,1,5.0,124,3.0,1.0
,B0039CDZJO,,3.0,400,,
7,B000CSCP0I,7,5.0,214,,1.0
1,B000CSCP0I,1,5.0,150,,1.0
,B000CSCP0I,,3.0,1426,,
,B000CSCP0I,,5.0,348,,
,B000CSCP0I,,5.0,73,,
13,B001HTJ49G,13,5.0,115,1.0,1.0
13,B001HTJ49G,15,4.0,648,,0.8666666666666667
29,B001HTJ49G,37,2.0,447,1.0,0.7837837837837838
5,B001HTJ49G,5,5.0,541,,1.0
4,B001HTJ49G,4,5.0,384,1.0,1.0
6,B001HTJ49G,7,5.0,213,1.0,0.8571428571428571
3,B001HTJ49G,3,4.0,677,,1.0
3,B001HTJ49G,3,5.0,569,1.0,1.0
2,B001HTJ49G,2,3.0,226,,1.0
2,B001HTJ49G,2,5.0,188,1.0,1.0
2,B001HTJ49G,2,5.0,357,1.0,1.0
2,B001HTJ49G,2,5.0,354,,1.0
2,B001HTJ49G,2,5.0,442,1.0,1.0
2,B001HTJ49G,2,5.0,794,4.0,1.0
1,B001HTJ49G,1,5.0,221,2.0,1.0
1,B001HTJ49G,1,5.0,1005,2.0,1.0
1,B001HTJ49G,1,1.0,826,1.0,1.0
1,B001HTJ49G,1,5.0,304,,1.0
1,B001HTJ49G,1,5.0,415,,1.0
1,B001HTJ49G,1,5.0,260,,1.0
1,B001HTJ49G,1,5.0,289,,1.0
1,B001HTJ49G,1,5.0,473,,1.0
,B001HTJ49G,,2.0,415,,
,B001HTJ49G,,5.0,263,6.0,
,B001HTJ49G,,3.0,420,,
,B001HTJ49G,,5.0,131,,
,B001HTJ49G,,5.0,122,1.0,
,B001HTJ49G,,5.0,478,2.0,
,B001HTJ49G,,5.0,568,,
,B001HTJ49G,,3.0,247,,
,B001HTJ49G,,5.0,216,,
,B001HTJ49G,,1.0,793,3.0,
,B001HTJ49G,,5.0,125,1.0,
,B001HTJ49G,,5.0,229,1.0,
,B001HTJ49G,,3.0,217,,
,B001HTJ49G,,5.0,395,2.0,
,B001HTJ49G,,5.0,503,1.0,
,B001HTJ49G,,5.0,193,,
,B001HTJ49G,,5.0,807,,
,B001HTJ49G,,1.0,607,,
,B001HTJ49G,,2.0,173,,
,B001HTJ49G,,5.0,368,1.0,
,B001HTJ49G,,5.0,149,1.0,
,B001HTJ49G,,5.0,247,,
,B001HTJ49G,,4.0,347,1.0,
,B001HTJ49G,,5.0,707,2.0,
,B001HTJ49G,,5.0,629,,
,B001HTJ49G,,5.0,354,,
,B001HTJ49G,,4.0,129,,
,B001HTJ49G,,5.0,253,,
,B001HTJ49G,,5.0,217,,
,B001HTJ49G,,5.0,99,,
,B001HTJ49G,,4.0,259,,
,B001HTJ49G,,5.0,266,,
,B001HTJ49G,,5.0,520,,
,B001HTJ49G,,5.0,321,1.0,
,B001HTJ49G,,4.0,303,2.0,
,B001HTJ49G,,5.0,292,5.0,
,B001HTJ49G,,5.0,493,2.0,
,B001HTJ49G,,5.0,137,2.0,
,B001HTJ49G,,4.0,105,,
,B001HTJ49G,,5.0,1276,1.0,
,B001HTJ49G,,5.0,133,,
2,B001HTJ49G,4,2.0,415,,0.5
,B001HTJ49G,1,5.0,169,,
,B001HTJ49G,2,5.0,231,,
,B0043470T8,,5.0,178,,
1,B0038AXDQM,1,5.0,272,1.0,1.0
,B0038AXDQM,,5.0,343,2.0,
,B004EJVWGY,,2.0,1753,,
,B004EJVWGY,,5.0,386,3.0,
,B004EJVWGY,,5.0,198,,
7,B0000TVV0E,9,5.0,1867,,0.7777777777777778
1,B003QVWGMU,1,5.0,386,1.0,1.0
,B003QVWGMU,,5.0,299,12.0,
,B003QVWGMU,,5.0,127,1.0,
,B003QVWGMU,,5.0,185,,
1,B004Q4DM0G,1,4.0,331,,1.0
3,B000JSLXIQ,3,5.0,195,1.0,1.0
3,B000JSLXIQ,3,4.0,152,,1.0
,B000JSLXIQ,,5.0,230,1.0,
1,B000JSLXIQ,2,5.0,146,,0.5
2,B000JSLXIQ,8,2.0,326,,0.25
,B000JSLXIQ,12,1.0,107,,
,B002DHDJ74,,5.0,82,2.0,
2,B001EO7E0K,2,2.0,120,,1.0
1,B001EO7E0K,1,1.0,531,,1.0
1,B001EO7E0K,1,3.0,384,,1.0
1,B001EO7E0K,2,3.0,132,,0.5
,B001EO7E0K,1,5.0,933,1.0,
,B000FF3UUW,,5.0,296,,
3,B0013A0NKS,3,3.0,508,1.0,1.0
2,B0013A0NKS,2,3.0,965,,1.0
4,B0013A0NKS,5,5.0,1531,1.0,0.8
4,B0013A0NKS,5,1.0,147,,0.8
1,B0013A0NKS,1,2.0,500,,1.0
1,B0013A0NKS,1,1.0,341,,1.0
1,B0013A0NKS,1,4.0,217,,1.0
1,B0013A0NKS,1,4.0,405,3.0,1.0
3,B0013A0NKS,4,4.0,1258,,0.75
,B0013A0NKS,,5.0,127,2.0,
,B0013A0NKS,,4.0,513,2.0,
,B0013A0NKS,,5.0,296,1.0,
,B0013A0NKS,,3.0,119,,
,B0013A0NKS,,3.0,247,,
,B0013A0NKS,,4.0,213,1.0,
,B0013A0NKS,,1.0,76,,
,B0013A0NKS,,4.0,258,,
,B0013A0NKS,,2.0,108,,
,B0013A0NKS,,3.0,92,,
,B0013A0NKS,,4.0,105,,
,B0013A0NKS,,4.0,343,,
,B0018MS4PW,,5.0,224,,
4,B001TT1UIW,4,5.0,4101,,1.0
,B004YRQ7BG,,4.0,128,,
,B003ZXJEJC,,5.0,155,,
,B003ZXJEJC,,4.0,267,,
,B003ZXJEJC,2,4.0,159,,
11,B00016AU3K,11,4.0,4602,1.0,1.0
12,B00016AU3K,14,5.0,386,3.0,0.8571428571428571
2,B00016AU3K,2,5.0,1190,,1.0
3,B00016AU3K,4,4.0,4329,1.0,0.75
,B00016AU3K,,5.0,300,,
,B00016AU3K,,1.0,907,,
,B00016AU3K,,4.0,161,,
,B00016AU3K,,4.0,178,,
,B00016AU3K,,2.0,363,,
,B00016AU3K,,4.0,211,,
,B00016AU3K,,4.0,1721,,
,B00016AU3K,1,1.0,404,,
1,B00016AU3K,3,2.0,342,,0.3333333333333333
,B00016AU3K,2,2.0,640,1.0,
,B00016AU3K,7,3.0,494,,
2,B001GQJGMK,2,1.0,398,,1.0
,B001EPPD84,,5.0,241,1.0,
,B001EPPD84,,5.0,573,,
3,B0025UJVGM,4,5.0,378,,0.75
,B0025UJVGM,,5.0,445,13.0,
2,B00060OG8Q,2,3.0,427,,1.0
,B00060OG8Q,,1.0,172,,
,B00060OG8Q,,5.0,459,,
,B00060OG8Q,,5.0,102,1.0,
4,B001E6EEE2,4,5.0,533,3.0,1.0
2,B001E6EEE2,2,4.0,152,,1.0
1,B001E6EEE2,1,5.0,232,3.0,1.0
2,B001E6EEE2,3,4.0,313,,0.6666666666666666
,B001E6EEE2,,5.0,148,,
,B001E6EEE2,,5.0,164,,
,B001E6EEE2,,5.0,224,1.0,
1,B001E6EEE2,2,3.0,1127,,0.5
7,B001YJBO4M,7,5.0,897,,1.0
1,B001YJBO4M,1,5.0,152,,1.0
1,B001YJBO4M,1,5.0,282,,1.0
,B001YJBO4M,,1.0,219,,
,B000KIA2CS,,4.0,748,4.0,
,B00473BR76,,1.0,411,1.0,
,B00473BR76,1,5.0,151,2.0,
1,B004746V26,1,4.0,1830,1.0,1.0
,B004746V26,,5.0,257,2.0,
,B004746V26,,5.0,300,,
,B001SAXZC6,,5.0,134,,
1,B0046ID8A6,1,5.0,236,,1.0
,B0015RRKUK,,5.0,141,2.0,
2,B001F2K0T8,2,5.0,357,,1.0
2,B0001LO39C,2,5.0,520,1.0,1.0
,B003IMVB0K,,4.0,164,,
3,B004QQ6NV4,3,5.0,376,,1.0
3,B004QQ6NV4,3,4.0,367,,1.0
,B004CH7GLI,,5.0,229,,
,B000WFELC6,,1.0,291,,
15,B002BCE9JS,15,5.0,987,1.0,1.0
12,B002BCE9JS,13,3.0,762,,0.9230769230769231
5,B002BCE9JS,5,4.0,644,,1.0
6,B002BCE9JS,8,4.0,925,1.0,0.75
1,B002BCE9JS,1,5.0,824,2.0,1.0
1,B002BCE9JS,1,1.0,684,,1.0
1,B002BCE9JS,1,3.0,1923,,1.0
1,B002BCE9JS,1,2.0,753,,1.0
1,B002BCE9JS,1,4.0,613,,1.0
,B002BCE9JS,,2.0,152,,
,B002BCE9JS,,4.0,557,,
,B002BCE9JS,,5.0,119,3.0,
,B002BCE9JS,,5.0,243,,
,B002BCE9JS,,5.0,140,,
,B002BCE9JS,,4.0,506,,
,B002BCE9JS,,2.0,598,,
,B002BCE9JS,,4.0,505,1.0,
,B002BCE9JS,,4.0,796,2.0,
,B002BCE9JS,,4.0,451,,
,B002BCE9JS,,4.0,325,,
,B002BCE9JS,,4.0,504,,
,B002BCE9JS,,4.0,585,,
,B002BCE9JS,,4.0,76,,
,B002BCE9JS,,5.0,480,3.0,
1,B002BCE9JS,2,4.0,633,,0.5
,B002BCE9JS,1,4.0,508,2.0,
,B002BCE9JS,1,3.0,256,,
19,B000CQ25QE,19,3.0,1507,1.0,1.0
6,B000CQ25QE,6,5.0,785,,1.0
4,B000CQ25QE,4,3.0,529,1.0,1.0
2,B000CQ25QE,2,4.0,185,,1.0
2,B000CQ25QE,2,4.0,90,,1.0
2,B000CQ25QE,2,5.0,514,,1.0
4,B000CQ25QE,5,4.0,146,,0.8
8,B000CQ25QE,11,2.0,741,,0.7272727272727273
1,B000CQ25QE,1,5.0,212,,1.0
1,B000CQ25QE,1,3.0,500,,1.0
1,B000CQ25QE,1,5.0,138,1.0,1.0
1,B000CQ25QE,1,4.0,210,,1.0
1,B000CQ25QE,1,5.0,322,,1.0
1,B000CQ25QE,1,5.0,141,1.0,1.0
1,B000CQ25QE,1,3.0,489,,1.0
1,B000CQ25QE,1,5.0,127,1.0,1.0
1,B000CQ25QE,1,5.0,317,1.0,1.0
5,B000CQ25QE,7,2.0,319,1.0,0.7142857142857143
2,B000CQ25QE,3,1.0,68,,0.6666666666666666
,B000CQ25QE,,4.0,1191,,
,B000CQ25QE,,5.0,298,3.0,
,B000CQ25QE,,4.0,164,,
,B000CQ25QE,,5.0,86,,
,B000CQ25QE,,5.0,213,,
,B000CQ25QE,,4.0,280,,
,B000CQ25QE,,5.0,286,,
,B000CQ25QE,,5.0,112,,
,B000CQ25QE,,5.0,448,1.0,
,B000CQ25QE,,3.0,303,,
,B000CQ25QE,,2.0,501,,
,B000CQ25QE,,5.0,106,,
,B000CQ25QE,,5.0,259,1.0,
,B000CQ25QE,,5.0,228,1.0,
1,B000CQ25QE,2,5.0,939,1.0,0.5
,B005GXH2SY,,5.0,143,,
2,B00013EWNM,2,5.0,59,,1.0
1,B00013EWNM,1,5.0,667,3.0,1.0
,B00013EWNM,,5.0,335,,
,B00013EWNM,,5.0,594,9.0,
,B00013EWNM,,5.0,199,2.0,
,B00013EWNM,,5.0,274,,
,B00013EWNM,,5.0,598,6.0,
3,B002CJAOTY,3,1.0,342,,1.0
7,B002CJAOTY,9,1.0,1005,,0.7777777777777778
,B002CJAOTY,,5.0,245,,
,B002CJAOTY,,4.0,420,3.0,
,B002CJAOTY,,5.0,769,3.0,
,B002CJAOTY,,4.0,230,,
,B002CJAOTY,,5.0,249,2.0,
,B002CJAOTY,,5.0,225,,
,B002CJAOTY,,5.0,131,,
,B002CJAOTY,,5.0,127,,
1,B002CJAOTY,2,1.0,181,,0.5
,B002CJAOTY,1,1.0,192,,
,B008Y5NATG,,4.0,226,,
17,B00170NWEI,17,4.0,1607,,1.0
15,B00170NWEI,15,5.0,514,1.0,1.0
9,B00170NWEI,9,5.0,993,1.0,1.0
6,B00170NWEI,7,5.0,387,,0.8571428571428571
3,B00170NWEI,3,5.0,136,,1.0
2,B00170NWEI,2,5.0,363,,1.0
1,B00170NWEI,1,5.0,360,,1.0
1,B00170NWEI,1,5.0,202,,1.0
1,B00170NWEI,1,5.0,135,,1.0
,B00170NWEI,,3.0,169,,
,B00170NWEI,,4.0,430,,
,B00170NWEI,,5.0,135,,
,B00170NWEI,,5.0,275,,
,B00170NWEI,,5.0,145,1.0,
,B00170NWEI,,5.0,541,,
,B00170NWEI,,4.0,830,,
3,B00170NWEI,5,4.0,224,,0.6
1,B00170NWEI,2,4.0,501,2.0,0.5
,B00170NWEI,1,3.0,179,,
,B00170NWEI,3,1.0,334,,
,B00170NWEI,4,2.0,972,,
1,B00170NWEI,8,1.0,425,,0.125
1,B00170NWEI,9,1.0,525,,0.1111111111111111
,B00170NWEI,7,1.0,205,,
4,B0041CIOL0,4,1.0,290,1.0,1.0
2,B0041CIOL0,2,1.0,963,2.0,1.0
4,B0041CIOL0,5,1.0,660,,0.8
,B0041CIOL0,,1.0,703,,
,B0041CIOL0,,1.0,222,,
,B0041CIOL0,,4.0,216,1.0,
3,B000I6P3Y4,3,5.0,328,,1.0
4,B0013LWJ1S,4,5.0,279,1.0,1.0
5,B0013LWJ1S,6,5.0,326,1.0,0.8333333333333334
2,B0013LWJ1S,2,5.0,456,2.0,1.0
2,B0013LWJ1S,2,4.0,111,,1.0
2,B0013LWJ1S,2,4.0,175,1.0,1.0
2,B0013LWJ1S,2,5.0,443,,1.0
4,B0013LWJ1S,5,5.0,140,3.0,0.8
4,B0013LWJ1S,5,5.0,153,1.0,0.8
1,B0013LWJ1S,1,4.0,171,,1.0
1,B0013LWJ1S,1,4.0,127,,1.0
1,B0013LWJ1S,1,5.0,177,,1.0
1,B0013LWJ1S,1,5.0,136,,1.0
3,B0013LWJ1S,4,5.0,849,1.0,0.75
3,B0013LWJ1S,4,5.0,133,1.0,0.75
2,B0013LWJ1S,3,5.0,777,3.0,0.6666666666666666
2,B0013LWJ1S,3,5.0,229,1.0,0.6666666666666666
,B0013LWJ1S,,1.0,460,,
,B0013LWJ1S,,5.0,262,,
,B0013LWJ1S,,5.0,600,1.0,
,B0013LWJ1S,,5.0,223,1.0,
,B0013LWJ1S,,4.0,173,1.0,
,B0013LWJ1S,,5.0,196,,
,B0013LWJ1S,,4.0,355,1.0,
,B0013LWJ1S,,5.0,467,4.0,
,B0013LWJ1S,,5.0,392,,
,B0013LWJ1S,,5.0,256,,
,B0013LWJ1S,,5.0,183,,
,B0013LWJ1S,,5.0,188,2.0,
,B0013LWJ1S,,5.0,215,2.0,
,B0013LWJ1S,,5.0,120,,
,B0013LWJ1S,,5.0,148,1.0,
,B0013LWJ1S,,5.0,93,3.0,
,B0013LWJ1S,,5.0,164,,
,B0013LWJ1S,,5.0,75,,
,B0013LWJ1S,,5.0,110,1.0,
,B0013LWJ1S,,5.0,703,1.0,
,B0013LWJ1S,,5.0,487,3.0,
,B0013LWJ1S,,5.0,232,1.0,
,B0013LWJ1S,,5.0,647,2.0,
,B0013LWJ1S,,5.0,390,2.0,
,B0013LWJ1S,,5.0,236,,
1,B0013LWJ1S,2,2.0,460,,0.5
6,B0013LWJ1S,10,1.0,414,,0.6
,B0013LWJ1S,1,3.0,231,,
,B0013LWJ1S,1,5.0,528,1.0,
,B0013LWJ1S,1,4.0,347,,
,B0013LWJ1S,1,5.0,315,1.0,
,B0013LWJ1S,1,5.0,344,2.0,
,B0013LWJ1S,1,5.0,329,8.0,
3,B0013LWJ1S,7,2.0,117,,0.42857142857142855
,B0013LWJ1S,2,5.0,109,,
1,B0013LWJ1S,4,2.0,629,,0.25
4,B000H2291O,4,5.0,279,1.0,1.0
2,B000H2291O,2,1.0,352,,1.0
1,B000H2291O,1,1.0,317,,1.0
,B000H2291O,,5.0,595,1.0,
,B000H2291O,,5.0,446,1.0,
,B000H2291O,,5.0,441,,
8,B006QQ2P3M,8,5.0,338,10.0,1.0
5,B006QQ2P3M,5,4.0,1263,,1.0
4,B006QQ2P3M,4,4.0,679,2.0,1.0
3,B006QQ2P3M,3,5.0,677,1.0,1.0
2,B006QQ2P3M,2,5.0,782,,1.0
3,B006QQ2P3M,4,5.0,472,,0.75
2,B006QQ2P3M,3,3.0,1412,,0.6666666666666666
,B006QQ2P3M,,4.0,203,,
,B006QQ2P3M,,2.0,334,,
2,B006QQ2P3M,6,1.0,1998,2.0,0.3333333333333333
,B000QSOP5M,,5.0,1386,,
,B000QSOP5M,,5.0,537,,
,B00469PV78,,5.0,264,,
4,B0044AZR9Q,4,5.0,172,,1.0
,B0044AZR9Q,,4.0,145,,
,B004YV7LIK,,5.0,852,3.0,
,B004YV7LIK,,5.0,324,,
,B004YV7LIK,,4.0,1143,1.0,
,B004YV7LIK,,5.0,470,4.0,
,B004YV7LIK,,4.0,509,,
,B004YV7LIK,,5.0,838,,
,B004YV7LIK,,5.0,349,2.0,
,B004YV7LIK,2,1.0,344,,
2,B00474IHT6,2,5.0,475,,1.0
,B000LRKQ5G,,5.0,1188,,
3,B003ZDWMGO,3,5.0,446,2.0,1.0
,B003ZDWMGO,,5.0,623,1.0,
7,B001GCVLVI,7,5.0,346,,1.0
3,B001GCVLVI,3,5.0,355,,1.0
2,B001GCVLVI,2,5.0,1531,1.0,1.0
1,B001GCVLVI,1,5.0,378,,1.0
,B001GCVLVI,,5.0,297,,
,B001GCVLVI,,5.0,292,,
,B001GCVLVI,,5.0,425,,
,B001GCVLVI,,5.0,116,,
2,B001GCVLVI,5,4.0,709,2.0,0.4
,B001HNXW2M,,5.0,182,1.0,
,B0029JZNDO,,5.0,259,,
8,B000WEOSKC,8,5.0,184,,1.0
,B000WEOSKC,,2.0,1696,,
,B000WEOSKC,,4.0,164,,
,B000WEOSKC,1,1.0,98,,
,B0017R538Y,,5.0,150,,
1,B00158UTDY,1,4.0,158,,1.0
,B00158UTDY,,5.0,270,1.0,
,B00158UTDY,,3.0,553,,
6,B000E1HUXU,6,5.0,252,5.0,1.0
4,B000E1HUXU,4,5.0,297,4.0,1.0
2,B000E1HUXU,2,3.0,426,1.0,1.0
2,B000E1HUXU,2,5.0,212,1.0,1.0
,B000E1HUXU,,5.0,353,,
,B000LLIXPC,,5.0,387,7.0,
1,B000QSOP5W,1,4.0,764,1.0,1.0
,B000QSOP5W,,5.0,213,2.0,
,B000QSOP5W,,5.0,322,,
,B000QSOP5W,,5.0,453,4.0,
,B000QSOP5W,,4.0,197,,
2,B00513J3GS,2,2.0,193,,1.0
1,B00513J3GS,1,5.0,863,,1.0
1,B00513J3GS,1,5.0,782,,1.0
3,B00513J3GS,4,3.0,645,2.0,0.75
,B00513J3GS,,4.0,162,3.0,
3,B00513J3GS,7,1.0,1052,,0.42857142857142855
2,B00513J3GS,6,1.0,408,,0.3333333333333333
3,B000QNQZM8,3,5.0,482,,1.0
1,B000QNQZM8,1,5.0,935,1.0,1.0
,B000QNQZM8,5,3.0,394,,
2,B001EO7LQC,2,4.0,775,4.0,1.0
,B001EO7LQC,,2.0,335,,
,B001EO7LQC,,5.0,618,4.0,
,B001EO7LQC,,5.0,317,2.0,
,B001EO7LQC,,5.0,323,2.0,
,B001EO7LQC,,4.0,145,,
1,B0060C853G,1,5.0,257,1.0,1.0
,B005YT1WRC,,5.0,128,,
,B002ARE9TY,,1.0,307,,
,B002ARE9TY,,5.0,232,3.0,
6,B001VIRC7E,7,2.0,94,,0.8571428571428571
3,B001VIRC7E,4,5.0,331,3.0,0.75
1,B000MJKGHQ,1,5.0,944,2.0,1.0
1,B000MJKGHQ,3,5.0,1532,3.0,0.3333333333333333
1,B001EQ55JA,2,1.0,231,,0.5
,B00800CDCA,,5.0,192,,
,B004IU1NHW,,5.0,303,,
42,B004LL7GHO,43,5.0,826,,0.9767441860465116
14,B004LL7GHO,16,3.0,513,,0.875
5,B004LL7GHO,5,5.0,292,,1.0
18,B004LL7GHO,23,5.0,448,7.0,0.782608695652174
7,B004LL7GHO,8,5.0,375,,0.875
4,B004LL7GHO,4,5.0,215,,1.0
8,B004LL7GHO,10,2.0,172,,0.8
3,B004LL7GHO,3,5.0,436,2.0,1.0
2,B004LL7GHO,2,5.0,570,,1.0
2,B004LL7GHO,2,5.0,293,,1.0
4,B004LL7GHO,5,5.0,482,,0.8
1,B004LL7GHO,1,5.0,246,,1.0
,B004LL7GHO,,5.0,793,,
,B004LL7GHO,,5.0,580,,
,B004LL7GHO,,5.0,338,,
,B004LL7GHO,,5.0,162,,
,B004LL7GHO,,3.0,222,,
6,B004LL7GHO,10,2.0,167,,0.6
4,B004LL7GHO,10,1.0,137,,0.4
,B004LL7GHO,3,1.0,914,,
5,B004LL7GHO,14,3.0,546,,0.35714285714285715
,B004LL7GHO,7,1.0,265,10.0,
1,B0060ZIV8C,1,5.0,107,,1.0
3,B003SMYTCM,3,2.0,789,,1.0
1,B003SMYTCM,1,5.0,120,,1.0
1,B003SMYTCM,1,5.0,329,,1.0
1,B003SMYTCM,1,4.0,239,,1.0
1,B003SMYTCM,1,5.0,182,,1.0
,B003SMYTCM,,5.0,151,2.0,
1,B003SMYTCM,2,4.0,256,,0.5
1,B004LLBASK,1,5.0,274,3.0,1.0
1,B00119QGYI,1,3.0,412,,1.0
5,B001KYQKK4,5,5.0,210,,1.0
2,B001KYQKK4,2,4.0,208,2.0,1.0
2,B001KYQKK4,2,4.0,187,,1.0
1,B001KYQKK4,1,5.0,927,,1.0
1,B001KYQKK4,1,4.0,308,,1.0
1,B001KYQKK4,1,4.0,199,,1.0
1,B001KYQKK4,1,5.0,235,,1.0
1,B001UFZETQ,1,5.0,235,,1.0
3,B003WGQHQ0,3,4.0,256,1.0,1.0
,B003WGQHQ0,,2.0,182,2.0,
,B003WGQHQ0,2,2.0,212,1.0,
14,B001EO61AO,16,4.0,1751,1.0,0.875
13,B001EO61AO,16,1.0,363,1.0,0.8125
5,B001EO61AO,6,4.0,524,,0.8333333333333334
1,B001EO61AO,1,5.0,774,1.0,1.0
1,B001EO61AO,1,5.0,563,1.0,1.0
1,B001EO61AO,1,5.0,499,,1.0
3,B001EO61AO,4,5.0,784,,0.75
,B001EO61AO,,5.0,237,1.0,
,B001EO61AO,,5.0,98,,
,B001EO61AO,,5.0,551,4.0,
1,B001EO61AO,2,5.0,205,1.0,0.5
1,B001EO61AO,2,5.0,76,,0.5
2,B001EO61AO,4,1.0,220,,0.5
,B001EO61AO,1,3.0,95,,
